image_path,split,label_path
images\train\9999937_00000_d_0000187.jpg,train,labels\train\9999937_00000_d_0000187.txt
images\train\9999937_00000_d_0000188.jpg,train,labels\train\9999937_00000_d_0000188.txt
images\train\9999937_00000_d_0000189.jpg,train,labels\train\9999937_00000_d_0000189.txt
images\train\9999937_00000_d_0000190.jpg,train,labels\train\9999937_00000_d_0000190.txt
images\train\9999937_00000_d_0000191.jpg,train,labels\train\9999937_00000_d_0000191.txt
images\train\9999937_00000_d_0000192.jpg,train,labels\train\9999937_00000_d_0000192.txt
images\train\9999937_00000_d_0000193.jpg,train,labels\train\9999937_00000_d_0000193.txt
images\train\9999937_00000_d_0000196.jpg,train,labels\train\9999937_00000_d_0000196.txt
images\train\9999937_00000_d_0000197.jpg,train,labels\train\9999937_00000_d_0000197.txt
images\train\9999937_00000_d_0000198.jpg,train,labels\train\9999937_00000_d_0000198.txt
images\train\9999937_00000_d_0000199.jpg,train,labels\train\9999937_00000_d_0000199.txt
images\train\9999937_00000_d_0000200.jpg,train,labels\train\9999937_00000_d_0000200.txt
images\train\9999937_00000_d_0000201.jpg,train,labels\train\9999937_00000_d_0000201.txt
images\train\9999937_00000_d_0000202.jpg,train,labels\train\9999937_00000_d_0000202.txt
images\train\9999937_00000_d_0000203.jpg,train,labels\train\9999937_00000_d_0000203.txt
images\train\9999937_00000_d_0000205.jpg,train,labels\train\9999937_00000_d_0000205.txt
images\train\9999937_00000_d_0000206.jpg,train,labels\train\9999937_00000_d_0000206.txt
images\train\9999937_00000_d_0000207.jpg,train,labels\train\9999937_00000_d_0000207.txt
images\train\9999937_00000_d_0000208.jpg,train,labels\train\9999937_00000_d_0000208.txt
images\train\9999937_00000_d_0000209.jpg,train,labels\train\9999937_00000_d_0000209.txt
images\train\9999937_00000_d_0000210.jpg,train,labels\train\9999937_00000_d_0000210.txt
images\train\9999937_00000_d_0000212.jpg,train,labels\train\9999937_00000_d_0000212.txt
images\train\9999937_00000_d_0000213.jpg,train,labels\train\9999937_00000_d_0000213.txt
images\train\9999937_00000_d_0000216.jpg,train,labels\train\9999937_00000_d_0000216.txt
images\train\9999937_00000_d_0000217.jpg,train,labels\train\9999937_00000_d_0000217.txt
images\train\9999937_00000_d_0000218.jpg,train,labels\train\9999937_00000_d_0000218.txt
images\train\9999937_00000_d_0000219.jpg,train,labels\train\9999937_00000_d_0000219.txt
images\train\9999937_00000_d_0000220.jpg,train,labels\train\9999937_00000_d_0000220.txt
images\train\9999937_00000_d_0000221.jpg,train,labels\train\9999937_00000_d_0000221.txt
images\train\9999937_00000_d_0000222.jpg,train,labels\train\9999937_00000_d_0000222.txt
images\train\9999937_00000_d_0000223.jpg,train,labels\train\9999937_00000_d_0000223.txt
images\train\9999937_00000_d_0000225.jpg,train,labels\train\9999937_00000_d_0000225.txt
images\train\9999937_00000_d_0000228.jpg,train,labels\train\9999937_00000_d_0000228.txt
images\train\9999940_00000_d_0000001.jpg,train,labels\train\9999940_00000_d_0000001.txt
images\train\9999940_00000_d_0000002.jpg,train,labels\train\9999940_00000_d_0000002.txt
images\train\9999940_00000_d_0000003.jpg,train,labels\train\9999940_00000_d_0000003.txt
images\train\9999940_00000_d_0000004.jpg,train,labels\train\9999940_00000_d_0000004.txt
images\train\9999940_00000_d_0000005.jpg,train,labels\train\9999940_00000_d_0000005.txt
images\train\9999940_00000_d_0000006.jpg,train,labels\train\9999940_00000_d_0000006.txt
images\train\9999940_00000_d_0000009.jpg,train,labels\train\9999940_00000_d_0000009.txt
images\train\9999940_00000_d_0000010.jpg,train,labels\train\9999940_00000_d_0000010.txt
images\train\9999940_00000_d_0000011.jpg,train,labels\train\9999940_00000_d_0000011.txt
images\train\9999940_00000_d_0000014.jpg,train,labels\train\9999940_00000_d_0000014.txt
images\train\9999940_00000_d_0000015.jpg,train,labels\train\9999940_00000_d_0000015.txt
images\train\9999940_00000_d_0000016.jpg,train,labels\train\9999940_00000_d_0000016.txt
images\train\9999940_00000_d_0000017.jpg,train,labels\train\9999940_00000_d_0000017.txt
images\train\9999940_00000_d_0000018.jpg,train,labels\train\9999940_00000_d_0000018.txt
images\train\9999940_00000_d_0000019.jpg,train,labels\train\9999940_00000_d_0000019.txt
images\train\9999940_00000_d_0000020.jpg,train,labels\train\9999940_00000_d_0000020.txt
images\train\9999940_00000_d_0000021.jpg,train,labels\train\9999940_00000_d_0000021.txt
images\train\9999940_00000_d_0000024.jpg,train,labels\train\9999940_00000_d_0000024.txt
images\train\9999940_00000_d_0000025.jpg,train,labels\train\9999940_00000_d_0000025.txt
images\train\9999940_00000_d_0000026.jpg,train,labels\train\9999940_00000_d_0000026.txt
images\train\9999940_00000_d_0000027.jpg,train,labels\train\9999940_00000_d_0000027.txt
images\train\9999940_00000_d_0000028.jpg,train,labels\train\9999940_00000_d_0000028.txt
images\train\9999940_00000_d_0000029.jpg,train,labels\train\9999940_00000_d_0000029.txt
images\train\9999940_00000_d_0000030.jpg,train,labels\train\9999940_00000_d_0000030.txt
images\train\9999940_00000_d_0000031.jpg,train,labels\train\9999940_00000_d_0000031.txt
images\train\9999940_00000_d_0000032.jpg,train,labels\train\9999940_00000_d_0000032.txt
images\train\9999940_00000_d_0000033.jpg,train,labels\train\9999940_00000_d_0000033.txt
images\train\9999940_00000_d_0000034.jpg,train,labels\train\9999940_00000_d_0000034.txt
images\train\9999940_00000_d_0000035.jpg,train,labels\train\9999940_00000_d_0000035.txt
images\train\9999940_00000_d_0000036.jpg,train,labels\train\9999940_00000_d_0000036.txt
images\train\9999940_00000_d_0000037.jpg,train,labels\train\9999940_00000_d_0000037.txt
images\train\9999940_00000_d_0000039.jpg,train,labels\train\9999940_00000_d_0000039.txt
images\train\9999940_00000_d_0000040.jpg,train,labels\train\9999940_00000_d_0000040.txt
images\train\9999940_00000_d_0000041.jpg,train,labels\train\9999940_00000_d_0000041.txt
images\train\9999940_00000_d_0000042.jpg,train,labels\train\9999940_00000_d_0000042.txt
images\train\9999940_00000_d_0000043.jpg,train,labels\train\9999940_00000_d_0000043.txt
images\train\9999940_00000_d_0000044.jpg,train,labels\train\9999940_00000_d_0000044.txt
images\train\9999940_00000_d_0000045.jpg,train,labels\train\9999940_00000_d_0000045.txt
images\train\9999940_00000_d_0000046.jpg,train,labels\train\9999940_00000_d_0000046.txt
images\train\9999940_00000_d_0000047.jpg,train,labels\train\9999940_00000_d_0000047.txt
images\train\9999940_00000_d_0000049.jpg,train,labels\train\9999940_00000_d_0000049.txt
images\train\9999940_00000_d_0000050.jpg,train,labels\train\9999940_00000_d_0000050.txt
images\train\9999940_00000_d_0000053.jpg,train,labels\train\9999940_00000_d_0000053.txt
images\train\9999940_00000_d_0000054.jpg,train,labels\train\9999940_00000_d_0000054.txt
images\train\9999940_00000_d_0000055.jpg,train,labels\train\9999940_00000_d_0000055.txt
images\train\9999940_00000_d_0000056.jpg,train,labels\train\9999940_00000_d_0000056.txt
images\train\9999940_00000_d_0000057.jpg,train,labels\train\9999940_00000_d_0000057.txt
images\train\9999940_00000_d_0000058.jpg,train,labels\train\9999940_00000_d_0000058.txt
images\train\9999940_00000_d_0000060.jpg,train,labels\train\9999940_00000_d_0000060.txt
images\train\9999940_00000_d_0000061.jpg,train,labels\train\9999940_00000_d_0000061.txt
images\train\9999940_00000_d_0000062.jpg,train,labels\train\9999940_00000_d_0000062.txt
images\train\9999940_00000_d_0000063.jpg,train,labels\train\9999940_00000_d_0000063.txt
images\train\9999940_00000_d_0000064.jpg,train,labels\train\9999940_00000_d_0000064.txt
images\train\9999940_00000_d_0000067.jpg,train,labels\train\9999940_00000_d_0000067.txt
images\train\9999940_00000_d_0000068.jpg,train,labels\train\9999940_00000_d_0000068.txt
images\train\9999940_00000_d_0000069.jpg,train,labels\train\9999940_00000_d_0000069.txt
images\train\9999940_00000_d_0000070.jpg,train,labels\train\9999940_00000_d_0000070.txt
images\train\9999940_00000_d_0000072.jpg,train,labels\train\9999940_00000_d_0000072.txt
images\train\9999940_00000_d_0000073.jpg,train,labels\train\9999940_00000_d_0000073.txt
images\train\9999940_00000_d_0000074.jpg,train,labels\train\9999940_00000_d_0000074.txt
images\train\9999940_00000_d_0000075.jpg,train,labels\train\9999940_00000_d_0000075.txt
images\train\9999940_00000_d_0000077.jpg,train,labels\train\9999940_00000_d_0000077.txt
images\train\9999940_00000_d_0000078.jpg,train,labels\train\9999940_00000_d_0000078.txt
images\train\9999940_00000_d_0000079.jpg,train,labels\train\9999940_00000_d_0000079.txt
images\train\9999940_00000_d_0000080.jpg,train,labels\train\9999940_00000_d_0000080.txt
images\train\9999940_00000_d_0000081.jpg,train,labels\train\9999940_00000_d_0000081.txt
images\train\9999940_00000_d_0000082.jpg,train,labels\train\9999940_00000_d_0000082.txt
images\train\9999940_00000_d_0000083.jpg,train,labels\train\9999940_00000_d_0000083.txt
images\train\9999940_00000_d_0000085.jpg,train,labels\train\9999940_00000_d_0000085.txt
images\train\9999940_00000_d_0000086.jpg,train,labels\train\9999940_00000_d_0000086.txt
images\train\9999940_00000_d_0000087.jpg,train,labels\train\9999940_00000_d_0000087.txt
images\train\9999940_00000_d_0000088.jpg,train,labels\train\9999940_00000_d_0000088.txt
images\train\9999940_00000_d_0000090.jpg,train,labels\train\9999940_00000_d_0000090.txt
images\train\9999940_00000_d_0000091.jpg,train,labels\train\9999940_00000_d_0000091.txt
images\train\9999940_00000_d_0000092.jpg,train,labels\train\9999940_00000_d_0000092.txt
images\train\9999940_00000_d_0000093.jpg,train,labels\train\9999940_00000_d_0000093.txt
images\train\9999940_00000_d_0000095.jpg,train,labels\train\9999940_00000_d_0000095.txt
images\train\9999940_00000_d_0000098.jpg,train,labels\train\9999940_00000_d_0000098.txt
images\train\9999940_00000_d_0000099.jpg,train,labels\train\9999940_00000_d_0000099.txt
images\train\9999940_00000_d_0000100.jpg,train,labels\train\9999940_00000_d_0000100.txt
images\train\9999940_00000_d_0000101.jpg,train,labels\train\9999940_00000_d_0000101.txt
images\train\9999942_00000_d_0000001.jpg,train,labels\train\9999942_00000_d_0000001.txt
images\train\9999942_00000_d_0000002.jpg,train,labels\train\9999942_00000_d_0000002.txt
images\train\9999942_00000_d_0000003.jpg,train,labels\train\9999942_00000_d_0000003.txt
images\train\9999942_00000_d_0000004.jpg,train,labels\train\9999942_00000_d_0000004.txt
images\train\9999942_00000_d_0000005.jpg,train,labels\train\9999942_00000_d_0000005.txt
images\train\9999942_00000_d_0000006.jpg,train,labels\train\9999942_00000_d_0000006.txt
images\train\9999942_00000_d_0000008.jpg,train,labels\train\9999942_00000_d_0000008.txt
images\train\9999942_00000_d_0000009.jpg,train,labels\train\9999942_00000_d_0000009.txt
images\train\9999942_00000_d_0000011.jpg,train,labels\train\9999942_00000_d_0000011.txt
images\train\9999942_00000_d_0000013.jpg,train,labels\train\9999942_00000_d_0000013.txt
images\train\9999942_00000_d_0000014.jpg,train,labels\train\9999942_00000_d_0000014.txt
images\train\9999942_00000_d_0000015.jpg,train,labels\train\9999942_00000_d_0000015.txt
images\train\9999942_00000_d_0000016.jpg,train,labels\train\9999942_00000_d_0000016.txt
images\train\9999942_00000_d_0000017.jpg,train,labels\train\9999942_00000_d_0000017.txt
images\train\9999942_00000_d_0000018.jpg,train,labels\train\9999942_00000_d_0000018.txt
images\train\9999942_00000_d_0000019.jpg,train,labels\train\9999942_00000_d_0000019.txt
images\train\9999942_00000_d_0000020.jpg,train,labels\train\9999942_00000_d_0000020.txt
images\train\9999942_00000_d_0000021.jpg,train,labels\train\9999942_00000_d_0000021.txt
images\train\9999942_00000_d_0000022.jpg,train,labels\train\9999942_00000_d_0000022.txt
images\train\9999942_00000_d_0000023.jpg,train,labels\train\9999942_00000_d_0000023.txt
images\train\9999942_00000_d_0000024.jpg,train,labels\train\9999942_00000_d_0000024.txt
images\train\9999942_00000_d_0000025.jpg,train,labels\train\9999942_00000_d_0000025.txt
images\train\9999942_00000_d_0000026.jpg,train,labels\train\9999942_00000_d_0000026.txt
images\train\9999942_00000_d_0000027.jpg,train,labels\train\9999942_00000_d_0000027.txt
images\train\9999942_00000_d_0000028.jpg,train,labels\train\9999942_00000_d_0000028.txt
images\train\9999942_00000_d_0000029.jpg,train,labels\train\9999942_00000_d_0000029.txt
images\train\9999942_00000_d_0000030.jpg,train,labels\train\9999942_00000_d_0000030.txt
images\train\9999942_00000_d_0000031.jpg,train,labels\train\9999942_00000_d_0000031.txt
images\train\9999942_00000_d_0000032.jpg,train,labels\train\9999942_00000_d_0000032.txt
images\train\9999942_00000_d_0000033.jpg,train,labels\train\9999942_00000_d_0000033.txt
images\train\9999942_00000_d_0000034.jpg,train,labels\train\9999942_00000_d_0000034.txt
images\train\9999942_00000_d_0000035.jpg,train,labels\train\9999942_00000_d_0000035.txt
images\train\9999942_00000_d_0000036.jpg,train,labels\train\9999942_00000_d_0000036.txt
images\train\9999942_00000_d_0000037.jpg,train,labels\train\9999942_00000_d_0000037.txt
images\train\9999942_00000_d_0000038.jpg,train,labels\train\9999942_00000_d_0000038.txt
images\train\9999942_00000_d_0000040.jpg,train,labels\train\9999942_00000_d_0000040.txt
images\train\9999942_00000_d_0000041.jpg,train,labels\train\9999942_00000_d_0000041.txt
images\train\9999942_00000_d_0000042.jpg,train,labels\train\9999942_00000_d_0000042.txt
images\train\9999942_00000_d_0000044.jpg,train,labels\train\9999942_00000_d_0000044.txt
images\train\9999942_00000_d_0000045.jpg,train,labels\train\9999942_00000_d_0000045.txt
images\train\9999942_00000_d_0000046.jpg,train,labels\train\9999942_00000_d_0000046.txt
images\train\9999942_00000_d_0000047.jpg,train,labels\train\9999942_00000_d_0000047.txt
images\train\9999942_00000_d_0000050.jpg,train,labels\train\9999942_00000_d_0000050.txt
images\train\9999942_00000_d_0000051.jpg,train,labels\train\9999942_00000_d_0000051.txt
images\train\9999942_00000_d_0000053.jpg,train,labels\train\9999942_00000_d_0000053.txt
images\train\9999942_00000_d_0000057.jpg,train,labels\train\9999942_00000_d_0000057.txt
images\train\9999942_00000_d_0000058.jpg,train,labels\train\9999942_00000_d_0000058.txt
images\train\9999942_00000_d_0000059.jpg,train,labels\train\9999942_00000_d_0000059.txt
images\train\9999942_00000_d_0000061.jpg,train,labels\train\9999942_00000_d_0000061.txt
images\train\9999942_00000_d_0000062.jpg,train,labels\train\9999942_00000_d_0000062.txt
images\train\9999942_00000_d_0000063.jpg,train,labels\train\9999942_00000_d_0000063.txt
images\train\9999942_00000_d_0000064.jpg,train,labels\train\9999942_00000_d_0000064.txt
images\train\9999942_00000_d_0000065.jpg,train,labels\train\9999942_00000_d_0000065.txt
images\train\9999942_00000_d_0000066.jpg,train,labels\train\9999942_00000_d_0000066.txt
images\train\9999942_00000_d_0000068.jpg,train,labels\train\9999942_00000_d_0000068.txt
images\train\9999942_00000_d_0000069.jpg,train,labels\train\9999942_00000_d_0000069.txt
images\train\9999942_00000_d_0000070.jpg,train,labels\train\9999942_00000_d_0000070.txt
images\train\9999942_00000_d_0000071.jpg,train,labels\train\9999942_00000_d_0000071.txt
images\train\9999942_00000_d_0000072.jpg,train,labels\train\9999942_00000_d_0000072.txt
images\train\9999942_00000_d_0000075.jpg,train,labels\train\9999942_00000_d_0000075.txt
images\train\9999942_00000_d_0000076.jpg,train,labels\train\9999942_00000_d_0000076.txt
images\train\9999942_00000_d_0000078.jpg,train,labels\train\9999942_00000_d_0000078.txt
images\train\9999942_00000_d_0000079.jpg,train,labels\train\9999942_00000_d_0000079.txt
images\train\9999942_00000_d_0000080.jpg,train,labels\train\9999942_00000_d_0000080.txt
images\train\9999942_00000_d_0000081.jpg,train,labels\train\9999942_00000_d_0000081.txt
images\train\9999942_00000_d_0000084.jpg,train,labels\train\9999942_00000_d_0000084.txt
images\train\9999942_00000_d_0000085.jpg,train,labels\train\9999942_00000_d_0000085.txt
images\train\9999942_00000_d_0000086.jpg,train,labels\train\9999942_00000_d_0000086.txt
images\train\9999942_00000_d_0000087.jpg,train,labels\train\9999942_00000_d_0000087.txt
images\train\9999942_00000_d_0000088.jpg,train,labels\train\9999942_00000_d_0000088.txt
images\train\9999942_00000_d_0000089.jpg,train,labels\train\9999942_00000_d_0000089.txt
images\train\9999942_00000_d_0000090.jpg,train,labels\train\9999942_00000_d_0000090.txt
images\train\9999942_00000_d_0000091.jpg,train,labels\train\9999942_00000_d_0000091.txt
images\train\9999942_00000_d_0000092.jpg,train,labels\train\9999942_00000_d_0000092.txt
images\train\9999942_00000_d_0000093.jpg,train,labels\train\9999942_00000_d_0000093.txt
images\train\9999942_00000_d_0000095.jpg,train,labels\train\9999942_00000_d_0000095.txt
images\train\9999942_00000_d_0000096.jpg,train,labels\train\9999942_00000_d_0000096.txt
images\train\9999942_00000_d_0000097.jpg,train,labels\train\9999942_00000_d_0000097.txt
images\train\9999942_00000_d_0000098.jpg,train,labels\train\9999942_00000_d_0000098.txt
images\train\9999942_00000_d_0000099.jpg,train,labels\train\9999942_00000_d_0000099.txt
images\train\9999942_00000_d_0000100.jpg,train,labels\train\9999942_00000_d_0000100.txt
images\train\9999942_00000_d_0000103.jpg,train,labels\train\9999942_00000_d_0000103.txt
images\train\9999942_00000_d_0000105.jpg,train,labels\train\9999942_00000_d_0000105.txt
images\train\9999942_00000_d_0000107.jpg,train,labels\train\9999942_00000_d_0000107.txt
images\train\9999942_00000_d_0000110.jpg,train,labels\train\9999942_00000_d_0000110.txt
images\train\9999942_00000_d_0000113.jpg,train,labels\train\9999942_00000_d_0000113.txt
images\train\9999942_00000_d_0000115.jpg,train,labels\train\9999942_00000_d_0000115.txt
images\train\9999942_00000_d_0000117.jpg,train,labels\train\9999942_00000_d_0000117.txt
images\train\9999942_00000_d_0000118.jpg,train,labels\train\9999942_00000_d_0000118.txt
images\train\9999942_00000_d_0000120.jpg,train,labels\train\9999942_00000_d_0000120.txt
images\train\9999942_00000_d_0000121.jpg,train,labels\train\9999942_00000_d_0000121.txt
images\train\9999942_00000_d_0000122.jpg,train,labels\train\9999942_00000_d_0000122.txt
images\train\9999942_00000_d_0000123.jpg,train,labels\train\9999942_00000_d_0000123.txt
images\train\9999942_00000_d_0000124.jpg,train,labels\train\9999942_00000_d_0000124.txt
images\train\9999942_00000_d_0000125.jpg,train,labels\train\9999942_00000_d_0000125.txt
images\train\9999942_00000_d_0000126.jpg,train,labels\train\9999942_00000_d_0000126.txt
images\train\9999942_00000_d_0000127.jpg,train,labels\train\9999942_00000_d_0000127.txt
images\train\9999942_00000_d_0000128.jpg,train,labels\train\9999942_00000_d_0000128.txt
images\train\9999942_00000_d_0000130.jpg,train,labels\train\9999942_00000_d_0000130.txt
images\train\9999942_00000_d_0000131.jpg,train,labels\train\9999942_00000_d_0000131.txt
images\train\9999942_00000_d_0000133.jpg,train,labels\train\9999942_00000_d_0000133.txt
images\train\9999942_00000_d_0000134.jpg,train,labels\train\9999942_00000_d_0000134.txt
images\train\9999942_00000_d_0000136.jpg,train,labels\train\9999942_00000_d_0000136.txt
images\train\9999942_00000_d_0000137.jpg,train,labels\train\9999942_00000_d_0000137.txt
images\train\9999942_00000_d_0000138.jpg,train,labels\train\9999942_00000_d_0000138.txt
images\train\9999942_00000_d_0000139.jpg,train,labels\train\9999942_00000_d_0000139.txt
images\train\9999942_00000_d_0000140.jpg,train,labels\train\9999942_00000_d_0000140.txt
images\train\9999942_00000_d_0000141.jpg,train,labels\train\9999942_00000_d_0000141.txt
images\train\9999942_00000_d_0000142.jpg,train,labels\train\9999942_00000_d_0000142.txt
images\train\9999942_00000_d_0000143.jpg,train,labels\train\9999942_00000_d_0000143.txt
images\train\9999942_00000_d_0000144.jpg,train,labels\train\9999942_00000_d_0000144.txt
images\train\9999942_00000_d_0000145.jpg,train,labels\train\9999942_00000_d_0000145.txt
images\train\9999942_00000_d_0000146.jpg,train,labels\train\9999942_00000_d_0000146.txt
images\train\9999942_00000_d_0000147.jpg,train,labels\train\9999942_00000_d_0000147.txt
images\train\9999942_00000_d_0000149.jpg,train,labels\train\9999942_00000_d_0000149.txt
images\train\9999942_00000_d_0000150.jpg,train,labels\train\9999942_00000_d_0000150.txt
images\train\9999942_00000_d_0000151.jpg,train,labels\train\9999942_00000_d_0000151.txt
images\train\9999942_00000_d_0000152.jpg,train,labels\train\9999942_00000_d_0000152.txt
images\train\9999942_00000_d_0000153.jpg,train,labels\train\9999942_00000_d_0000153.txt
images\train\9999942_00000_d_0000155.jpg,train,labels\train\9999942_00000_d_0000155.txt
images\train\9999942_00000_d_0000156.jpg,train,labels\train\9999942_00000_d_0000156.txt
images\train\9999942_00000_d_0000157.jpg,train,labels\train\9999942_00000_d_0000157.txt
images\train\9999942_00000_d_0000158.jpg,train,labels\train\9999942_00000_d_0000158.txt
images\train\9999942_00000_d_0000159.jpg,train,labels\train\9999942_00000_d_0000159.txt
images\train\9999942_00000_d_0000160.jpg,train,labels\train\9999942_00000_d_0000160.txt
images\train\9999942_00000_d_0000161.jpg,train,labels\train\9999942_00000_d_0000161.txt
images\train\9999942_00000_d_0000162.jpg,train,labels\train\9999942_00000_d_0000162.txt
images\train\9999942_00000_d_0000163.jpg,train,labels\train\9999942_00000_d_0000163.txt
images\train\9999942_00000_d_0000164.jpg,train,labels\train\9999942_00000_d_0000164.txt
images\train\9999942_00000_d_0000165.jpg,train,labels\train\9999942_00000_d_0000165.txt
images\train\9999942_00000_d_0000166.jpg,train,labels\train\9999942_00000_d_0000166.txt
images\train\9999942_00000_d_0000168.jpg,train,labels\train\9999942_00000_d_0000168.txt
images\train\9999942_00000_d_0000169.jpg,train,labels\train\9999942_00000_d_0000169.txt
images\train\9999942_00000_d_0000170.jpg,train,labels\train\9999942_00000_d_0000170.txt
images\train\9999942_00000_d_0000171.jpg,train,labels\train\9999942_00000_d_0000171.txt
images\train\9999942_00000_d_0000172.jpg,train,labels\train\9999942_00000_d_0000172.txt
images\train\9999942_00000_d_0000173.jpg,train,labels\train\9999942_00000_d_0000173.txt
images\train\9999942_00000_d_0000176.jpg,train,labels\train\9999942_00000_d_0000176.txt
images\train\9999942_00000_d_0000177.jpg,train,labels\train\9999942_00000_d_0000177.txt
images\train\9999942_00000_d_0000178.jpg,train,labels\train\9999942_00000_d_0000178.txt
images\train\9999942_00000_d_0000179.jpg,train,labels\train\9999942_00000_d_0000179.txt
images\train\9999942_00000_d_0000180.jpg,train,labels\train\9999942_00000_d_0000180.txt
images\train\9999942_00000_d_0000181.jpg,train,labels\train\9999942_00000_d_0000181.txt
images\train\9999942_00000_d_0000183.jpg,train,labels\train\9999942_00000_d_0000183.txt
images\train\9999942_00000_d_0000184.jpg,train,labels\train\9999942_00000_d_0000184.txt
images\train\9999942_00000_d_0000186.jpg,train,labels\train\9999942_00000_d_0000186.txt
images\train\9999942_00000_d_0000187.jpg,train,labels\train\9999942_00000_d_0000187.txt
images\train\9999942_00000_d_0000188.jpg,train,labels\train\9999942_00000_d_0000188.txt
images\train\9999942_00000_d_0000189.jpg,train,labels\train\9999942_00000_d_0000189.txt
images\train\9999942_00000_d_0000191.jpg,train,labels\train\9999942_00000_d_0000191.txt
images\train\9999942_00000_d_0000193.jpg,train,labels\train\9999942_00000_d_0000193.txt
images\train\9999942_00000_d_0000194.jpg,train,labels\train\9999942_00000_d_0000194.txt
images\train\9999942_00000_d_0000195.jpg,train,labels\train\9999942_00000_d_0000195.txt
images\train\9999942_00000_d_0000196.jpg,train,labels\train\9999942_00000_d_0000196.txt
images\train\9999942_00000_d_0000197.jpg,train,labels\train\9999942_00000_d_0000197.txt
images\train\9999942_00000_d_0000198.jpg,train,labels\train\9999942_00000_d_0000198.txt
images\train\9999942_00000_d_0000199.jpg,train,labels\train\9999942_00000_d_0000199.txt
images\train\9999942_00000_d_0000202.jpg,train,labels\train\9999942_00000_d_0000202.txt
images\train\9999942_00000_d_0000203.jpg,train,labels\train\9999942_00000_d_0000203.txt
images\train\9999942_00000_d_0000205.jpg,train,labels\train\9999942_00000_d_0000205.txt
images\train\9999942_00000_d_0000206.jpg,train,labels\train\9999942_00000_d_0000206.txt
images\train\9999942_00000_d_0000207.jpg,train,labels\train\9999942_00000_d_0000207.txt
images\train\9999942_00000_d_0000208.jpg,train,labels\train\9999942_00000_d_0000208.txt
images\train\9999942_00000_d_0000209.jpg,train,labels\train\9999942_00000_d_0000209.txt
images\train\9999942_00000_d_0000210.jpg,train,labels\train\9999942_00000_d_0000210.txt
images\train\9999942_00000_d_0000211.jpg,train,labels\train\9999942_00000_d_0000211.txt
images\train\9999942_00000_d_0000212.jpg,train,labels\train\9999942_00000_d_0000212.txt
images\train\9999942_00000_d_0000213.jpg,train,labels\train\9999942_00000_d_0000213.txt
images\train\9999942_00000_d_0000214.jpg,train,labels\train\9999942_00000_d_0000214.txt
images\train\9999942_00000_d_0000215.jpg,train,labels\train\9999942_00000_d_0000215.txt
images\train\9999942_00000_d_0000217.jpg,train,labels\train\9999942_00000_d_0000217.txt
images\train\9999942_00000_d_0000218.jpg,train,labels\train\9999942_00000_d_0000218.txt
images\train\9999942_00000_d_0000219.jpg,train,labels\train\9999942_00000_d_0000219.txt
images\train\9999942_00000_d_0000220.jpg,train,labels\train\9999942_00000_d_0000220.txt
images\train\9999942_00000_d_0000221.jpg,train,labels\train\9999942_00000_d_0000221.txt
images\train\9999942_00000_d_0000225.jpg,train,labels\train\9999942_00000_d_0000225.txt
images\train\9999942_00000_d_0000226.jpg,train,labels\train\9999942_00000_d_0000226.txt
images\train\9999942_00000_d_0000228.jpg,train,labels\train\9999942_00000_d_0000228.txt
images\train\9999942_00000_d_0000229.jpg,train,labels\train\9999942_00000_d_0000229.txt
images\train\9999942_00000_d_0000230.jpg,train,labels\train\9999942_00000_d_0000230.txt
images\train\9999942_00000_d_0000231.jpg,train,labels\train\9999942_00000_d_0000231.txt
images\train\9999942_00000_d_0000233.jpg,train,labels\train\9999942_00000_d_0000233.txt
images\train\9999942_00000_d_0000234.jpg,train,labels\train\9999942_00000_d_0000234.txt
images\train\9999942_00000_d_0000235.jpg,train,labels\train\9999942_00000_d_0000235.txt
images\train\9999942_00000_d_0000236.jpg,train,labels\train\9999942_00000_d_0000236.txt
images\train\9999942_00000_d_0000237.jpg,train,labels\train\9999942_00000_d_0000237.txt
images\train\9999942_00000_d_0000239.jpg,train,labels\train\9999942_00000_d_0000239.txt
images\train\9999942_00000_d_0000240.jpg,train,labels\train\9999942_00000_d_0000240.txt
images\train\9999942_00000_d_0000241.jpg,train,labels\train\9999942_00000_d_0000241.txt
images\train\9999942_00000_d_0000243.jpg,train,labels\train\9999942_00000_d_0000243.txt
images\train\9999942_00000_d_0000244.jpg,train,labels\train\9999942_00000_d_0000244.txt
images\train\9999942_00000_d_0000246.jpg,train,labels\train\9999942_00000_d_0000246.txt
images\train\9999942_00000_d_0000247.jpg,train,labels\train\9999942_00000_d_0000247.txt
images\train\9999942_00000_d_0000249.jpg,train,labels\train\9999942_00000_d_0000249.txt
images\train\9999942_00000_d_0000250.jpg,train,labels\train\9999942_00000_d_0000250.txt
images\train\9999942_00000_d_0000252.jpg,train,labels\train\9999942_00000_d_0000252.txt
images\train\9999942_00000_d_0000253.jpg,train,labels\train\9999942_00000_d_0000253.txt
images\train\9999942_00000_d_0000254.jpg,train,labels\train\9999942_00000_d_0000254.txt
images\train\9999942_00000_d_0000255.jpg,train,labels\train\9999942_00000_d_0000255.txt
images\train\9999942_00000_d_0000256.jpg,train,labels\train\9999942_00000_d_0000256.txt
images\train\9999942_00000_d_0000257.jpg,train,labels\train\9999942_00000_d_0000257.txt
images\train\9999942_00000_d_0000258.jpg,train,labels\train\9999942_00000_d_0000258.txt
images\train\9999942_00000_d_0000260.jpg,train,labels\train\9999942_00000_d_0000260.txt
